"SIGLA_UF","COD_MUN_TSE","COD_MUN_IBGE","NOME_UF","CODIGO_MESO","NOME_MESO","CODIGO_MICRO","NOME_MICRO","NOME_MUNICIPIO","CODIGO_MACRO","NOME_MACRO"
"RR","03000",1400233,"Roraima","2","Sul de Roraima","4","Sudeste de Roraima","Caroebe","1","Norte"
"RR","03026",1400282,"Roraima","2","Sul de Roraima","3","Caracaraí","Iracema","1","Norte"
"RR","03093",1400308,"Roraima","2","Sul de Roraima","3","Caracaraí","Mucajaí","1","Norte"
"RR","03115",1400407,"Roraima","1","Norte de Roraima","2","Nordeste de Roraima","Normandia","1","Norte"
"RR","03123",1400456,"Roraima","1","Norte de Roraima","1","Boa Vista","Pacaraima","1","Norte"
"RR","03085",1400472,"Roraima","2","Sul de Roraima","4","Sudeste de Roraima","Rorainópolis","1","Norte"
"RR","03131",1400506,"Roraima","2","Sul de Roraima","4","Sudeste de Roraima","São João da Baliza","1","Norte"
"RR","03158",1400605,"Roraima","2","Sul de Roraima","4","Sudeste de Roraima","São Luiz","1","Norte"
"RR","03107",1400704,"Roraima","1","Norte de Roraima","2","Nordeste de Roraima","Uiramutã","1","Norte"
"PA","04014",1500107,"Pará","4","Nordeste Paraense","11","Cametá","Abaetetuba","1","Norte"
"PA","04502",1500131,"Pará","6","Sudeste Paraense","17","Paragominas","Abel Figueiredo","1","Norte"
"PA","04030",1500206,"Pará","4","Nordeste Paraense","12","Tomé-Açu","Acará","1","Norte"
"PA","04057",1500305,"Pará","2","Marajó","5","Furos de Breves","Afuá","1","Norte"
"PA","04260",1500347,"Pará","6","Sudeste Paraense","19","Parauapebas","Água Azul do Norte","1","Norte"
"PA","04073",1500404,"Pará","1","Baixo Amazonas","2","Santarém","Alenquer","1","Norte"
"PA","04090",1500503,"Pará","1","Baixo Amazonas","3","Almeirim","Almeirim","1","Norte"
"PA","04111",1500602,"Pará","5","Sudoeste Paraense","15","Altamira","Altamira","1","Norte"
"PA","04138",1500701,"Pará","2","Marajó","5","Furos de Breves","Anajás","1","Norte"
"PA","04154",1500800,"Pará","3","Metropolitana de Belém","7","Belém","Ananindeua","1","Norte"
"PA","04723",1500859,"Pará","5","Sudoeste Paraense","15","Altamira","Anapu","1","Norte"
"PA","04170",1500909,"Pará","4","Nordeste Paraense","10","Bragantina","Augusto Corrêa","1","Norte"
"PA","04340",1500958,"Pará","4","Nordeste Paraense","13","Guamá","Aurora do Pará","1","Norte"
"PA","04197",1501006,"Pará","5","Sudoeste Paraense","14","Itaituba","Aveiro","1","Norte"
"PA","04219",1501105,"Pará","2","Marajó","4","Portel","Bagre","1","Norte"
"PA","04235",1501204,"Pará","4","Nordeste Paraense","11","Cametá","Baião","1","Norte"
"PA","04588",1501253,"Pará","6","Sudeste Paraense","18","São Félix do Xingu","Bannach","1","Norte"
"PA","04251",1501303,"Pará","3","Metropolitana de Belém","7","Belém","Barcarena","1","Norte"
"PA","04278",1501402,"Pará","3","Metropolitana de Belém","7","Belém","Belém","1","Norte"
"PA","04804",1501451,"Pará","1","Baixo Amazonas","2","Santarém","Belterra","1","Norte"
"PA","04294",1501501,"Pará","3","Metropolitana de Belém","7","Belém","Benevides","1","Norte"
"PA","04049",1501576,"Pará","6","Sudeste Paraense","17","Paragominas","Bom Jesus do Tocantins","1","Norte"
"PA","04316",1501600,"Pará","4","Nordeste Paraense","10","Bragantina","Bonito","1","Norte"
"PA","04332",1501709,"Pará","4","Nordeste Paraense","10","Bragantina","Bragança","1","Norte"
"PA","04227",1501725,"Pará","5","Sudoeste Paraense","15","Altamira","Brasil Novo","1","Norte"
"PA","05932",1501758,"Pará","6","Sudeste Paraense","20","Marabá","Brejo Grande do Araguaia","1","Norte"
"PA","04448",1501782,"Pará","6","Sudeste Paraense","16","Tucuruí","Breu Branco","1","Norte"
"PA","04359",1501808,"Pará","2","Marajó","5","Furos de Breves","Breves","1","Norte"
"PA","04375",1501907,"Pará","3","Metropolitana de Belém","8","Castanhal","Bujaru","1","Norte"
"PA","04766",1501956,"Pará","4","Nordeste Paraense","13","Guamá","Cachoeira do Piriá","1","Norte"
"PA","04391",1502004,"Pará","2","Marajó","6","Arari","Cachoeira do Arari","1","Norte"
"PA","04413",1502103,"Pará","4","Nordeste Paraense","11","Cametá","Cametá","1","Norte"
"PA","04707",1502152,"Pará","6","Sudeste Paraense","19","Parauapebas","Canaã dos Carajás","1","Norte"
"PA","04430",1502202,"Pará","4","Nordeste Paraense","10","Bragantina","Capanema","1","Norte"
"PA","04456",1502301,"Pará","4","Nordeste Paraense","13","Guamá","Capitão Poço","1","Norte"
"PA","04472",1502400,"Pará","3","Metropolitana de Belém","8","Castanhal","Castanhal","1","Norte"
"PA","04499",1502509,"Pará","2","Marajó","6","Arari","Chaves","1","Norte"
"PA","04510",1502608,"Pará","4","Nordeste Paraense","9","Salgado","Colares","1","Norte"
"PA","04537",1502707,"Pará","6","Sudeste Paraense","22","Conceição do Araguaia","Conceição do Araguaia","1","Norte"
"PA","05819",1502756,"Pará","4","Nordeste Paraense","12","Tomé-Açu","Concórdia do Pará","1","Norte"
"PA","04529",1502764,"Pará","6","Sudeste Paraense","18","São Félix do Xingu","Cumaru do Norte","1","Norte"
"PA","05851",1502772,"Pará","6","Sudeste Paraense","19","Parauapebas","Curionópolis","1","Norte"
"PA","04553",1502806,"Pará","2","Marajó","5","Furos de Breves","Curralinho","1","Norte"
"PA","04740",1502855,"Pará","1","Baixo Amazonas","2","Santarém","Curuá","1","Norte"
"PA","04570",1502905,"Pará","4","Nordeste Paraense","9","Salgado","Curuçá","1","Norte"
"PA","05975",1502939,"Pará","6","Sudeste Paraense","17","Paragominas","Dom Eliseu","1","Norte"
"PA","04120",1502954,"Pará","6","Sudeste Paraense","19","Parauapebas","Eldorado do Carajás","1","Norte"
"PA","04596",1503002,"Pará","1","Baixo Amazonas","1","Óbidos","Faro","1","Norte"
"PA","04561",1503044,"Pará","6","Sudeste Paraense","22","Conceição do Araguaia","Floresta do Araguaia","1","Norte"
"PA","05878",1503077,"Pará","4","Nordeste Paraense","13","Guamá","Garrafão do Norte","1","Norte"
"PA","04006",1503093,"Pará","6","Sudeste Paraense","17","Paragominas","Goianésia do Pará","1","Norte"
"PA","04618",1503101,"Pará","2","Marajó","4","Portel","Gurupá","1","Norte"
"PA","04634",1503200,"Pará","4","Nordeste Paraense","10","Bragantina","Igarapé-Açu","1","Norte"
"PA","04650",1503309,"Pará","4","Nordeste Paraense","11","Cametá","Igarapé-Miri","1","Norte"
"PA","04677",1503408,"Pará","3","Metropolitana de Belém","8","Castanhal","Inhangapi","1","Norte"
"PA","04189",1503457,"Pará","4","Nordeste Paraense","13","Guamá","Ipixuna do Pará","1","Norte"
"PA","04693",1503507,"Pará","4","Nordeste Paraense","13","Guamá","Irituia","1","Norte"
"PA","04715",1503606,"Pará","5","Sudoeste Paraense","14","Itaituba","Itaituba","1","Norte"
"PA","04731",1503705,"Pará","6","Sudeste Paraense","16","Tucuruí","Itupiranga","1","Norte"
"PA","04200",1503754,"Pará","5","Sudoeste Paraense","14","Itaituba","Jacareacanga","1","Norte"
"PA","04758",1503804,"Pará","6","Sudeste Paraense","16","Tucuruí","Jacundá","1","Norte"
"PA","04774",1503903,"Pará","1","Baixo Amazonas","1","Óbidos","Juruti","1","Norte"
"PA","04790",1504000,"Pará","4","Nordeste Paraense","11","Cametá","Limoeiro do Ajuru","1","Norte"
"PA","04103",1504059,"Pará","4","Nordeste Paraense","13","Guamá","Mãe do Rio","1","Norte"
"RO","00310",1100015,"Rondônia","2","Leste Rondoniense","6","Cacoal","Alta Floresta D'Oeste","1","Norte"
"RO","00078",1100023,"Rondônia","2","Leste Rondoniense","3","Ariquemes","Ariquemes","1","Norte"
"RO","00450",1100031,"Rondônia","2","Leste Rondoniense","8","Colorado do Oeste","Cabixi","1","Norte"
"RO","00094",1100049,"Rondônia","2","Leste Rondoniense","6","Cacoal","Cacoal","1","Norte"
"RO","00272",1100056,"Rondônia","2","Leste Rondoniense","8","Colorado do Oeste","Cerejeiras","1","Norte"
"RO","00230",1100064,"Rondônia","2","Leste Rondoniense","8","Colorado do Oeste","Colorado do Oeste","1","Norte"
"RO","00655",1100072,"Rondônia","2","Leste Rondoniense","8","Colorado do Oeste","Corumbiara","1","Norte"
"RO","00213",1100080,"Rondônia","1","Madeira-Guaporé","2","Guajará-Mirim","Costa Marques","1","Norte"
"RO","00256",1100098,"Rondônia","2","Leste Rondoniense","6","Cacoal","Espigão D'Oeste","1","Norte"
"RO","00019",1100106,"Rondônia","1","Madeira-Guaporé","2","Guajará-Mirim","Guajará-Mirim","1","Norte"
"RO","00159",1100114,"Rondônia","2","Leste Rondoniense","4","Ji-Paraná","Jaru","1","Norte"
"RO","00051",1100122,"Rondônia","2","Leste Rondoniense","4","Ji-Paraná","Ji-Paraná","1","Norte"
"RO","00396",1100130,"Rondônia","2","Leste Rondoniense","3","Ariquemes","Machadinho D'Oeste","1","Norte"
"RO","00370",1100148,"Rondônia","2","Leste Rondoniense","5","Alvorada D'Oeste","Nova Brasilândia D'Oeste","1","Norte"
"RO","00175",1100155,"Rondônia","2","Leste Rondoniense","4","Ji-Paraná","Ouro Preto do Oeste","1","Norte"
"RO","00116",1100189,"Rondônia","2","Leste Rondoniense","7","Vilhena","Pimenta Bueno","1","Norte"
"RO","00035",1100205,"Rondônia","1","Madeira-Guaporé","1","Porto Velho","Porto Velho","1","Norte"
"RO","00191",1100254,"Rondônia","2","Leste Rondoniense","4","Ji-Paraná","Presidente Médici","1","Norte"
"RO","00647",1100262,"Rondônia","2","Leste Rondoniense","3","Ariquemes","Rio Crespo","1","Norte"
"RO","00299",1100288,"Rondônia","2","Leste Rondoniense","6","Cacoal","Rolim de Moura","1","Norte"
"RO","00353",1100296,"Rondônia","2","Leste Rondoniense","6","Cacoal","Santa Luzia D'Oeste","1","Norte"
"RO","00132",1100304,"Rondônia","2","Leste Rondoniense","7","Vilhena","Vilhena","1","Norte"
"RO","00418",1100320,"Rondônia","2","Leste Rondoniense","5","Alvorada D'Oeste","São Miguel do Guaporé","1","Norte"
"RO","00434",1100338,"Rondônia","1","Madeira-Guaporé","1","Porto Velho","Nova Mamoré","1","Norte"
"RO","00337",1100346,"Rondônia","2","Leste Rondoniense","5","Alvorada D'Oeste","Alvorada D'Oeste","1","Norte"
"RO","00736",1100379,"Rondônia","2","Leste Rondoniense","6","Cacoal","Alto Alegre dos Parecis","1","Norte"
"RO","00639",1100403,"Rondônia","2","Leste Rondoniense","3","Ariquemes","Alto Paraíso","1","Norte"
"RO","00779",1100452,"Rondônia","1","Madeira-Guaporé","1","Porto Velho","Buritis","1","Norte"
"RO","00515",1100502,"Rondônia","2","Leste Rondoniense","6","Cacoal","Novo Horizonte do Oeste","1","Norte"
"RO","00620",1100601,"Rondônia","2","Leste Rondoniense","3","Ariquemes","Cacaulândia","1","Norte"
"RO","00671",1100700,"Rondônia","1","Madeira-Guaporé","1","Porto Velho","Campo Novo de Rondônia","1","Norte"
"RO","00477",1100809,"Rondônia","1","Madeira-Guaporé","1","Porto Velho","Candeias do Jamari","1","Norte"
"RO","00531",1100908,"Rondônia","2","Leste Rondoniense","6","Cacoal","Castanheiras","1","Norte"
"RO","00809",1100924,"Rondônia","2","Leste Rondoniense","7","Vilhena","Chupinguaia","1","Norte"
"RO","00680",1100940,"Rondônia","1","Madeira-Guaporé","1","Porto Velho","Cujubim","1","Norte"
"RO","00612",1101005,"Rondônia","2","Leste Rondoniense","4","Ji-Paraná","Governador Jorge Teixeira","1","Norte"
"RO","00493",1101104,"Rondônia","1","Madeira-Guaporé","1","Porto Velho","Itapuã do Oeste","1","Norte"
"RO","00604",1101203,"Rondônia","2","Leste Rondoniense","6","Cacoal","Ministro Andreazza","1","Norte"
"RO","00574",1101302,"Rondônia","2","Leste Rondoniense","4","Ji-Paraná","Mirante da Serra","1","Norte"
"RO","00663",1101401,"Rondônia","2","Leste Rondoniense","3","Ariquemes","Monte Negro","1","Norte"
"RO","00744",1101435,"Rondônia","2","Leste Rondoniense","4","Ji-Paraná","Nova União","1","Norte"
"RO","00701",1101450,"Rondônia","2","Leste Rondoniense","7","Vilhena","Parecis","1","Norte"
"RO","00787",1101468,"Rondônia","2","Leste Rondoniense","8","Colorado do Oeste","Pimenteiras do Oeste","1","Norte"
"RO","00728",1101476,"Rondônia","2","Leste Rondoniense","7","Vilhena","Primavera de Rondônia","1","Norte"
"RO","00710",1101484,"Rondônia","2","Leste Rondoniense","7","Vilhena","São Felipe D'Oeste","1","Norte"
"RO","00795",1101492,"Rondônia","1","Madeira-Guaporé","2","Guajará-Mirim","São Francisco do Guaporé","1","Norte"
"RO","00582",1101500,"Rondônia","2","Leste Rondoniense","5","Alvorada D'Oeste","Seringueiras","1","Norte"
"RO","00752",1101559,"Rondônia","2","Leste Rondoniense","4","Ji-Paraná","Teixeirópolis","1","Norte"
"RO","00590",1101609,"Rondônia","2","Leste Rondoniense","4","Ji-Paraná","Theobroma","1","Norte"
"RO","00566",1101708,"Rondônia","2","Leste Rondoniense","4","Ji-Paraná","Urupá","1","Norte"
"RO","00698",1101757,"Rondônia","2","Leste Rondoniense","3","Ariquemes","Vale do Anari","1","Norte"
"RO","00558",1101807,"Rondônia","2","Leste Rondoniense","4","Ji-Paraná","Vale do Paraíso","1","Norte"
"AC","01120",1200013,"Acre","2","Vale do Acre","4","Rio Branco","Acrelândia","1","Norte"
"AC","01570",1200054,"Acre","2","Vale do Acre","5","Brasiléia","Assis Brasil","1","Norte"
"AC","01058",1200104,"Acre","2","Vale do Acre","5","Brasiléia","Brasiléia","1","Norte"
"AC","01007",1200138,"Acre","2","Vale do Acre","4","Rio Branco","Bujari","1","Norte"
"AC","01015",1200179,"Acre","2","Vale do Acre","4","Rio Branco","Capixaba","1","Norte"
"AC","01074",1200203,"Acre","1","Vale do Juruá","1","Cruzeiro do Sul","Cruzeiro do Sul","1","Norte"
"AC","01112",1200252,"Acre","2","Vale do Acre","5","Brasiléia","Epitaciolândia","1","Norte"
"AC","01139",1200302,"Acre","1","Vale do Juruá","2","Tarauacá","Feijó","1","Norte"
"AC","01104",1200328,"Acre","1","Vale do Juruá","2","Tarauacá","Jordão","1","Norte"
"AC","01090",1200336,"Acre","1","Vale do Juruá","1","Cruzeiro do Sul","Mâncio Lima","1","Norte"
"AC","01554",1200344,"Acre","2","Vale do Acre","3","Sena Madureira","Manoel Urbano","1","Norte"
"AC","01040",1200351,"Acre","1","Vale do Juruá","1","Cruzeiro do Sul","Marechal Thaumaturgo","1","Norte"
"AC","01511",1200385,"Acre","2","Vale do Acre","4","Rio Branco","Plácido de Castro","1","Norte"
"AC","01066",1200393,"Acre","1","Vale do Juruá","1","Cruzeiro do Sul","Porto Walter","1","Norte"
"AC","01392",1200401,"Acre","2","Vale do Acre","4","Rio Branco","Rio Branco","1","Norte"
"AC","01082",1200427,"Acre","1","Vale do Juruá","1","Cruzeiro do Sul","Rodrigues Alves","1","Norte"
"AC","01031",1200435,"Acre","2","Vale do Acre","3","Sena Madureira","Santa Rosa do Purus","1","Norte"
"AC","01538",1200450,"Acre","2","Vale do Acre","4","Rio Branco","Senador Guiomard","1","Norte"
"AC","01457",1200500,"Acre","2","Vale do Acre","3","Sena Madureira","Sena Madureira","1","Norte"
"AC","01473",1200609,"Acre","1","Vale do Juruá","2","Tarauacá","Tarauacá","1","Norte"
"AC","01490",1200708,"Acre","2","Vale do Acre","5","Brasiléia","Xapuri","1","Norte"
"AC","01023",1200807,"Acre","2","Vale do Acre","4","Rio Branco","Porto Acre","1","Norte"
"AM","02895",1300029,"Amazonas","3","Centro Amazonense","5","Tefé","Alvarães","1","Norte"
"AM","02917",1300060,"Amazonas","2","Sudoeste Amazonense","3","Alto Solimões","Amaturá","1","Norte"
"AM","02933",1300086,"Amazonas","3","Centro Amazonense","6","Coari","Anamã","1","Norte"
"AM","02038",1300102,"Amazonas","3","Centro Amazonense","6","Coari","Anori","1","Norte"
"AM","02003",1300144,"Amazonas","4","Sul Amazonense","13","Madeira","Apuí","1","Norte"
"AM","02054",1300201,"Amazonas","2","Sudoeste Amazonense","3","Alto Solimões","Atalaia do Norte","1","Norte"
"AM","02070",1300300,"Amazonas","3","Centro Amazonense","7","Manaus","Autazes","1","Norte"
"AM","02097",1300409,"Amazonas","1","Norte Amazonense","1","Rio Negro","Barcelos","1","Norte"
"AM","02119",1300508,"Amazonas","3","Centro Amazonense","10","Parintins","Barreirinha","1","Norte"
"AM","02135",1300607,"Amazonas","2","Sudoeste Amazonense","3","Alto Solimões","Benjamin Constant","1","Norte"
"AM","02950",1300631,"Amazonas","3","Centro Amazonense","6","Coari","Beruri","1","Norte"
"AM","02976",1300680,"Amazonas","3","Centro Amazonense","10","Parintins","Boa Vista do Ramos","1","Norte"
"AM","02151",1300706,"Amazonas","4","Sul Amazonense","11","Boca do Acre","Boca do Acre","1","Norte"
"AM","02178",1300805,"Amazonas","4","Sul Amazonense","13","Madeira","Borba","1","Norte"
"AM","02992",1300839,"Amazonas","3","Centro Amazonense","6","Coari","Caapiranga","1","Norte"
"AM","02194",1300904,"Amazonas","4","Sul Amazonense","12","Purus","Canutama","1","Norte"
"AM","02216",1301001,"Amazonas","2","Sudoeste Amazonense","4","Juruá","Carauari","1","Norte"
"AM","02232",1301100,"Amazonas","3","Centro Amazonense","7","Manaus","Careiro","1","Norte"
"AM","02046",1301159,"Amazonas","3","Centro Amazonense","7","Manaus","Careiro da Várzea","1","Norte"
"AM","02259",1301209,"Amazonas","3","Centro Amazonense","6","Coari","Coari","1","Norte"
"AM","02275",1301308,"Amazonas","3","Centro Amazonense","6","Coari","Codajás","1","Norte"
"AM","02291",1301407,"Amazonas","2","Sudoeste Amazonense","4","Juruá","Eirunepé","1","Norte"
"AM","02313",1301506,"Amazonas","2","Sudoeste Amazonense","4","Juruá","Envira","1","Norte"
"AM","02330",1301605,"Amazonas","2","Sudoeste Amazonense","3","Alto Solimões","Fonte Boa","1","Norte"
"AM","02020",1301654,"Amazonas","2","Sudoeste Amazonense","4","Juruá","Guajará","1","Norte"
"AM","02356",1301704,"Amazonas","4","Sul Amazonense","13","Madeira","Humaitá","1","Norte"
"AM","02399",1301803,"Amazonas","2","Sudoeste Amazonense","4","Juruá","Ipixuna","1","Norte"
"AM","98353",1301852,"Amazonas","3","Centro Amazonense","7","Manaus","Iranduba","1","Norte"
"AM","02410",1301902,"Amazonas","3","Centro Amazonense","9","Itacoatiara","Itacoatiara","1","Norte"
"AM","98370",1301951,"Amazonas","2","Sudoeste Amazonense","4","Juruá","Itamarati","1","Norte"
"AM","02437",1302009,"Amazonas","3","Centro Amazonense","9","Itacoatiara","Itapiranga","1","Norte"
"AM","02453",1302108,"Amazonas","1","Norte Amazonense","2","Japurá","Japurá","1","Norte"
"AM","02470",1302207,"Amazonas","2","Sudoeste Amazonense","4","Juruá","Juruá","1","Norte"
"AM","02496",1302306,"Amazonas","2","Sudoeste Amazonense","3","Alto Solimões","Jutaí","1","Norte"
"AM","02518",1302405,"Amazonas","4","Sul Amazonense","12","Purus","Lábrea","1","Norte"
"AM","02534",1302504,"Amazonas","3","Centro Amazonense","7","Manaus","Manacapuru","1","Norte"
"AM","98396",1302553,"Amazonas","3","Centro Amazonense","7","Manaus","Manaquiri","1","Norte"
"AM","02550",1302603,"Amazonas","3","Centro Amazonense","7","Manaus","Manaus","1","Norte"
"AM","02577",1302702,"Amazonas","4","Sul Amazonense","13","Madeira","Manicoré","1","Norte"
"AM","02593",1302801,"Amazonas","1","Norte Amazonense","2","Japurá","Maraã","1","Norte"
"AM","02615",1302900,"Amazonas","3","Centro Amazonense","10","Parintins","Maués","1","Norte"
"AM","02631",1303007,"Amazonas","3","Centro Amazonense","10","Parintins","Nhamundá","1","Norte"
"AM","02658",1303106,"Amazonas","3","Centro Amazonense","9","Itacoatiara","Nova Olinda do Norte","1","Norte"
"AM","02011",1303205,"Amazonas","1","Norte Amazonense","1","Rio Negro","Novo Airão","1","Norte"
"AM","02674",1303304,"Amazonas","4","Sul Amazonense","13","Madeira","Novo Aripuanã","1","Norte"
"AM","02690",1303403,"Amazonas","3","Centro Amazonense","10","Parintins","Parintins","1","Norte"
"AM","02712",1303502,"Amazonas","4","Sul Amazonense","11","Boca do Acre","Pauini","1","Norte"
"AM","98418",1303536,"Amazonas","3","Centro Amazonense","8","Rio Preto da Eva","Presidente Figueiredo","1","Norte"
"AM","98434",1303569,"Amazonas","3","Centro Amazonense","8","Rio Preto da Eva","Rio Preto da Eva","1","Norte"
"AM","02372",1303601,"Amazonas","1","Norte Amazonense","1","Rio Negro","Santa Isabel do Rio Negro","1","Norte"
"AM","02739",1303700,"Amazonas","2","Sudoeste Amazonense","3","Alto Solimões","Santo Antônio do Içá","1","Norte"
"AM","02836",1303809,"Amazonas","1","Norte Amazonense","1","Rio Negro","São Gabriel da Cachoeira","1","Norte"
"AM","02755",1303908,"Amazonas","2","Sudoeste Amazonense","3","Alto Solimões","São Paulo de Olivença","1","Norte"
"AM","98450",1303957,"Amazonas","3","Centro Amazonense","10","Parintins","São Sebastião do Uatumã","1","Norte"
"AM","02771",1304005,"Amazonas","3","Centro Amazonense","9","Itacoatiara","Silves","1","Norte"
"AM","98477",1304062,"Amazonas","2","Sudoeste Amazonense","3","Alto Solimões","Tabatinga","1","Norte"
"AM","02798",1304104,"Amazonas","4","Sul Amazonense","12","Purus","Tapauá","1","Norte"
"AM","02810",1304203,"Amazonas","3","Centro Amazonense","5","Tefé","Tefé","1","Norte"
"AM","98515",1304237,"Amazonas","2","Sudoeste Amazonense","3","Alto Solimões","Tonantins","1","Norte"
"AM","98493",1304260,"Amazonas","3","Centro Amazonense","5","Tefé","Uarini","1","Norte"
"AM","02852",1304302,"Amazonas","3","Centro Amazonense","10","Parintins","Urucará","1","Norte"
"AM","02879",1304401,"Amazonas","3","Centro Amazonense","9","Itacoatiara","Urucurituba","1","Norte"
"RR","03042",1400027,"Roraima","1","Norte de Roraima","1","Boa Vista","Amajari","1","Norte"
"RR","03050",1400050,"Roraima","1","Norte de Roraima","1","Boa Vista","Alto Alegre","1","Norte"
"RR","03018",1400100,"Roraima","1","Norte de Roraima","1","Boa Vista","Boa Vista","1","Norte"
"RR","03077",1400159,"Roraima","1","Norte de Roraima","2","Nordeste de Roraima","Bonfim","1","Norte"
"RR","03069",1400175,"Roraima","1","Norte de Roraima","2","Nordeste de Roraima","Cantá","1","Norte"
"RR","03034",1400209,"Roraima","2","Sul de Roraima","3","Caracaraí","Caracaraí","1","Norte"
"PA","04812",1504109,"Pará","4","Nordeste Paraense","9","Salgado","Magalhães Barata","1","Norte"
"PA","04839",1504208,"Pará","6","Sudeste Paraense","20","Marabá","Marabá","1","Norte"
"PA","04855",1504307,"Pará","4","Nordeste Paraense","9","Salgado","Maracanã","1","Norte"
"PA","04871",1504406,"Pará","4","Nordeste Paraense","9","Salgado","Marapanim","1","Norte"
"PA","04642",1504422,"Pará","3","Metropolitana de Belém","7","Belém","Marituba","1","Norte"
"PA","05770",1504455,"Pará","5","Sudoeste Paraense","15","Altamira","Medicilândia","1","Norte"
"PA","04898",1504505,"Pará","2","Marajó","4","Portel","Melgaço","1","Norte"
"PA","04910",1504604,"Pará","4","Nordeste Paraense","11","Cametá","Mocajuba","1","Norte"
"PA","04936",1504703,"Pará","4","Nordeste Paraense","12","Tomé-Açu","Moju","1","Norte"
"PA","04863",1504752,"Pará","1","Baixo Amazonas","2","Santarém","Mojuí dos Campos","1","Norte"
"PA","04952",1504802,"Pará","1","Baixo Amazonas","2","Santarém","Monte Alegre","1","Norte"
"PA","04979",1504901,"Pará","2","Marajó","6","Arari","Muaná","1","Norte"
"PA","04480",1504950,"Pará","4","Nordeste Paraense","13","Guamá","Nova Esperança do Piriá","1","Norte"
"PA","04600",1504976,"Pará","6","Sudeste Paraense","16","Tucuruí","Nova Ipixuna","1","Norte"
"PA","04995",1505007,"Pará","4","Nordeste Paraense","10","Bragantina","Nova Timboteua","1","Norte"
"PA","04383",1505031,"Pará","5","Sudoeste Paraense","14","Itaituba","Novo Progresso","1","Norte"
"PA","04421",1505064,"Pará","6","Sudeste Paraense","16","Tucuruí","Novo Repartimento","1","Norte"
"PA","05010",1505106,"Pará","1","Baixo Amazonas","1","Óbidos","Óbidos","1","Norte"
"PA","05037",1505205,"Pará","4","Nordeste Paraense","11","Cametá","Oeiras do Pará","1","Norte"
"PA","05053",1505304,"Pará","1","Baixo Amazonas","1","Óbidos","Oriximiná","1","Norte"
"PA","05070",1505403,"Pará","4","Nordeste Paraense","13","Guamá","Ourém","1","Norte"
"PA","05959",1505437,"Pará","6","Sudeste Paraense","18","São Félix do Xingu","Ourilândia do Norte","1","Norte"
"PA","05916",1505486,"Pará","5","Sudoeste Paraense","15","Altamira","Pacajá","1","Norte"
"PA","04162",1505494,"Pará","6","Sudeste Paraense","20","Marabá","Palestina do Pará","1","Norte"
"PA","05096",1505502,"Pará","6","Sudeste Paraense","17","Paragominas","Paragominas","1","Norte"
"PA","05835",1505536,"Pará","6","Sudeste Paraense","19","Parauapebas","Parauapebas","1","Norte"
"PA","04308",1505551,"Pará","6","Sudeste Paraense","21","Redenção","Pau D'Arco","1","Norte"
"PA","05118",1505601,"Pará","4","Nordeste Paraense","10","Bragantina","Peixe-Boi","1","Norte"
"PA","04782",1505635,"Pará","6","Sudeste Paraense","21","Redenção","Piçarra","1","Norte"
"PA","04626",1505650,"Pará","1","Baixo Amazonas","2","Santarém","Placas","1","Norte"
"PA","05134",1505700,"Pará","2","Marajó","6","Arari","Ponta de Pedras","1","Norte"
"PA","05150",1505809,"Pará","2","Marajó","4","Portel","Portel","1","Norte"
"PA","05177",1505908,"Pará","1","Baixo Amazonas","3","Almeirim","Porto de Moz","1","Norte"
"PA","05193",1506005,"Pará","1","Baixo Amazonas","2","Santarém","Prainha","1","Norte"
"PA","05215",1506104,"Pará","4","Nordeste Paraense","10","Bragantina","Primavera","1","Norte"
"PA","04685",1506112,"Pará","4","Nordeste Paraense","10","Bragantina","Quatipuru","1","Norte"
"PA","05673",1506138,"Pará","6","Sudeste Paraense","21","Redenção","Redenção","1","Norte"
"PA","05690",1506161,"Pará","6","Sudeste Paraense","21","Redenção","Rio Maria","1","Norte"
"PA","05738",1506187,"Pará","6","Sudeste Paraense","17","Paragominas","Rondon do Pará","1","Norte"
"PA","05894",1506195,"Pará","5","Sudoeste Paraense","14","Itaituba","Rurópolis","1","Norte"
"PA","05231",1506203,"Pará","4","Nordeste Paraense","9","Salgado","Salinópolis","1","Norte"
"PA","05258",1506302,"Pará","2","Marajó","6","Arari","Salvaterra","1","Norte"
"PA","04243",1506351,"Pará","3","Metropolitana de Belém","7","Belém","Santa Bárbara do Pará","1","Norte"
"PA","05274",1506401,"Pará","2","Marajó","6","Arari","Santa Cruz do Arari","1","Norte"
"PA","05290",1506500,"Pará","3","Metropolitana de Belém","8","Castanhal","Santa Izabel do Pará","1","Norte"
"PA","04146",1506559,"Pará","4","Nordeste Paraense","13","Guamá","Santa Luzia do Pará","1","Norte"
"PA","05991",1506583,"Pará","6","Sudeste Paraense","22","Conceição do Araguaia","Santa Maria das Barreiras","1","Norte"
"PA","05312",1506609,"Pará","4","Nordeste Paraense","10","Bragantina","Santa Maria do Pará","1","Norte"
"PA","05339",1506708,"Pará","6","Sudeste Paraense","22","Conceição do Araguaia","Santana do Araguaia","1","Norte"
"PA","05355",1506807,"Pará","1","Baixo Amazonas","2","Santarém","Santarém","1","Norte"
"PA","05371",1506906,"Pará","4","Nordeste Paraense","10","Bragantina","Santarém Novo","1","Norte"
"PA","05398",1507003,"Pará","3","Metropolitana de Belém","8","Castanhal","Santo Antônio do Tauá","1","Norte"
