"SIGLA_UF","COD_MUN_TSE","COD_MUN_IBGE","NOME_UF","CODIGO_MESO","NOME_MESO","CODIGO_MICRO","NOME_MICRO","NOME_MUNICIPIO","CODIGO_MACRO","NOME_MACRO"
"RN","16284",2410256,"Rio Grande do Norte","1","Oeste Potiguar","4","Vale do Açu","Porto do Mangue","2","Nordeste"
"RN","18058",2410306,"Rio Grande do Norte","3","Agreste Potiguar","15","Agreste Potiguar","Serra Caiada","2","Nordeste"
"RN","18074",2410405,"Rio Grande do Norte","4","Leste Potiguar","16","Litoral Nordeste","Pureza","2","Nordeste"
"RN","18090",2410504,"Rio Grande do Norte","1","Oeste Potiguar","6","Pau dos Ferros","Rafael Fernandes","2","Nordeste"
"RN","18937",2410603,"Rio Grande do Norte","1","Oeste Potiguar","7","Umarizal","Rafael Godeiro","2","Nordeste"
"RN","18112",2410702,"Rio Grande do Norte","1","Oeste Potiguar","6","Pau dos Ferros","Riacho da Cruz","2","Nordeste"
"RN","18139",2410801,"Rio Grande do Norte","1","Oeste Potiguar","5","Serra de São Miguel","Riacho de Santana","2","Nordeste"
"RN","18155",2410900,"Rio Grande do Norte","3","Agreste Potiguar","15","Agreste Potiguar","Riachuelo","2","Nordeste"
"RN","18171",2411007,"Rio Grande do Norte","1","Oeste Potiguar","6","Pau dos Ferros","Rodolfo Fernandes","2","Nordeste"
"RN","16225",2411056,"Rio Grande do Norte","1","Oeste Potiguar","1","Mossoró","Tibau","2","Nordeste"
"RN","18198",2411106,"Rio Grande do Norte","3","Agreste Potiguar","14","Borborema Potiguar","Ruy Barbosa","2","Nordeste"
"RN","18236",2411205,"Rio Grande do Norte","3","Agreste Potiguar","14","Borborema Potiguar","Santa Cruz","2","Nordeste"
"RN","18279",2411403,"Rio Grande do Norte","2","Central Potiguar","10","Serra de Santana","Santana do Matos","2","Nordeste"
"RN","18252",2411429,"Rio Grande do Norte","2","Central Potiguar","12","Seridó Oriental","Santana do Seridó","2","Nordeste"
"RN","18295",2411502,"Rio Grande do Norte","3","Agreste Potiguar","15","Agreste Potiguar","Santo Antônio","2","Nordeste"
"RN","18317",2411601,"Rio Grande do Norte","2","Central Potiguar","8","Macau","São Bento do Norte","2","Nordeste"
"RN","18333",2411700,"Rio Grande do Norte","3","Agreste Potiguar","14","Borborema Potiguar","São Bento do Trairí","2","Nordeste"
"RN","18350",2411809,"Rio Grande do Norte","2","Central Potiguar","11","Seridó Ocidental","São Fernando","2","Nordeste"
"RN","18210",2411908,"Rio Grande do Norte","1","Oeste Potiguar","6","Pau dos Ferros","São Francisco do Oeste","2","Nordeste"
"RN","18376",2412005,"Rio Grande do Norte","4","Leste Potiguar","17","Macaíba","São Gonçalo do Amarante","2","Nordeste"
"RN","18392",2412104,"Rio Grande do Norte","2","Central Potiguar","11","Seridó Ocidental","São João do Sabugi","2","Nordeste"
"RN","18414",2412203,"Rio Grande do Norte","4","Leste Potiguar","17","Macaíba","São José de Mipibu","2","Nordeste"
"RN","18430",2412302,"Rio Grande do Norte","3","Agreste Potiguar","14","Borborema Potiguar","São José do Campestre","2","Nordeste"
"RN","18457",2412401,"Rio Grande do Norte","2","Central Potiguar","12","Seridó Oriental","São José do Seridó","2","Nordeste"
"RN","18473",2412500,"Rio Grande do Norte","1","Oeste Potiguar","5","Serra de São Miguel","São Miguel","2","Nordeste"
"RN","16063",2412559,"Rio Grande do Norte","4","Leste Potiguar","16","Litoral Nordeste","São Miguel do Gostoso","2","Nordeste"
"RN","18490",2412609,"Rio Grande do Norte","3","Agreste Potiguar","15","Agreste Potiguar","São Paulo do Potengi","2","Nordeste"
"RN","18511",2412708,"Rio Grande do Norte","3","Agreste Potiguar","15","Agreste Potiguar","São Pedro","2","Nordeste"
"RN","18538",2412807,"Rio Grande do Norte","1","Oeste Potiguar","4","Vale do Açu","São Rafael","2","Nordeste"
"RN","18554",2412906,"Rio Grande do Norte","3","Agreste Potiguar","14","Borborema Potiguar","São Tomé","2","Nordeste"
"RN","18570",2413003,"Rio Grande do Norte","2","Central Potiguar","10","Serra de Santana","São Vicente","2","Nordeste"
"RN","18597",2413102,"Rio Grande do Norte","3","Agreste Potiguar","15","Agreste Potiguar","Senador Elói de Souza","2","Nordeste"
"RN","18619",2413201,"Rio Grande do Norte","4","Leste Potiguar","19","Litoral Sul","Senador Georgino Avelino","2","Nordeste"
"RN","18635",2413300,"Rio Grande do Norte","3","Agreste Potiguar","14","Borborema Potiguar","Serra de São Bento","2","Nordeste"
"RN","16020",2413359,"Rio Grande do Norte","1","Oeste Potiguar","1","Mossoró","Serra do Mel","2","Nordeste"
"RN","18651",2413409,"Rio Grande do Norte","2","Central Potiguar","11","Seridó Ocidental","Serra Negra do Norte","2","Nordeste"
"RN","18678",2413508,"Rio Grande do Norte","3","Agreste Potiguar","15","Agreste Potiguar","Serrinha","2","Nordeste"
"RN","16209",2413557,"Rio Grande do Norte","1","Oeste Potiguar","7","Umarizal","Serrinha dos Pintos","2","Nordeste"
"RN","18694",2413607,"Rio Grande do Norte","1","Oeste Potiguar","6","Pau dos Ferros","Severiano Melo","2","Nordeste"
"RN","18716",2413706,"Rio Grande do Norte","3","Agreste Potiguar","14","Borborema Potiguar","Sítio Novo","2","Nordeste"
"RN","18732",2413805,"Rio Grande do Norte","1","Oeste Potiguar","6","Pau dos Ferros","Taboleiro Grande","2","Nordeste"
"RN","18759",2413904,"Rio Grande do Norte","4","Leste Potiguar","16","Litoral Nordeste","Taipu","2","Nordeste"
"RN","18775",2414001,"Rio Grande do Norte","3","Agreste Potiguar","14","Borborema Potiguar","Tangará","2","Nordeste"
"RN","18791",2414100,"Rio Grande do Norte","1","Oeste Potiguar","6","Pau dos Ferros","Tenente Ananias","2","Nordeste"
"RN","16004",2414159,"Rio Grande do Norte","2","Central Potiguar","10","Serra de Santana","Tenente Laurentino Cruz","2","Nordeste"
"RN","18813",2414209,"Rio Grande do Norte","4","Leste Potiguar","19","Litoral Sul","Tibau do Sul","2","Nordeste"
"RN","18830",2414308,"Rio Grande do Norte","2","Central Potiguar","11","Seridó Ocidental","Timbaúba dos Batistas","2","Nordeste"
"RN","18856",2414407,"Rio Grande do Norte","4","Leste Potiguar","16","Litoral Nordeste","Touros","2","Nordeste"
"RN","16128",2414456,"Rio Grande do Norte","1","Oeste Potiguar","3","Médio Oeste","Triunfo Potiguar","2","Nordeste"
"RN","18872",2414506,"Rio Grande do Norte","1","Oeste Potiguar","7","Umarizal","Umarizal","2","Nordeste"
"RN","18899",2414605,"Rio Grande do Norte","1","Oeste Potiguar","3","Médio Oeste","Upanema","2","Nordeste"
"RN","18910",2414704,"Rio Grande do Norte","3","Agreste Potiguar","15","Agreste Potiguar","Várzea","2","Nordeste"
"RN","16187",2414753,"Rio Grande do Norte","1","Oeste Potiguar","5","Serra de São Miguel","Venha-Ver","2","Nordeste"
"RN","18953",2414803,"Rio Grande do Norte","3","Agreste Potiguar","15","Agreste Potiguar","Vera Cruz","2","Nordeste"
"RN","18970",2414902,"Rio Grande do Norte","1","Oeste Potiguar","6","Pau dos Ferros","Viçosa","2","Nordeste"
"RN","18996",2415008,"Rio Grande do Norte","4","Leste Potiguar","19","Litoral Sul","Vila Flor","2","Nordeste"
"PB","19011",2500106,"Paraíba","1","Sertão Paraibano","7","Serra do Teixeira","Água Branca","2","Nordeste"
"PB","19038",2500205,"Paraíba","1","Sertão Paraibano","5","Piancó","Aguiar","2","Nordeste"
"PB","19054",2500304,"Paraíba","3","Agreste Paraibano","15","Brejo Paraibano","Alagoa Grande","2","Nordeste"
"PB","19070",2500403,"Paraíba","3","Agreste Paraibano","15","Brejo Paraibano","Alagoa Nova","2","Nordeste"
"PB","19097",2500502,"Paraíba","3","Agreste Paraibano","16","Guarabira","Alagoinha","2","Nordeste"
"PB","19763",2500536,"Paraíba","2","Borborema","11","Cariri Oriental","Alcantil","2","Nordeste"
"PB","19925",2500577,"Paraíba","3","Agreste Paraibano","12","Curimataú Ocidental","Algodão de Jandaíra","2","Nordeste"
"PB","19119",2500601,"Paraíba","4","Mata Paraibana","23","Litoral Sul","Alhandra","2","Nordeste"
"PB","19135",2500700,"Paraíba","1","Sertão Paraibano","2","Cajazeiras","São João do Rio do Peixe","2","Nordeste"
"PB","19585",2500734,"Paraíba","2","Borborema","10","Cariri Ocidental","Amparo","2","Nordeste"
"PB","19844",2500775,"Paraíba","1","Sertão Paraibano","3","Sousa","Aparecida","2","Nordeste"
"PB","19151",2500809,"Paraíba","3","Agreste Paraibano","16","Guarabira","Araçagi","2","Nordeste"
"PB","19178",2500908,"Paraíba","3","Agreste Paraibano","12","Curimataú Ocidental","Arara","2","Nordeste"
"PB","19194",2501005,"Paraíba","3","Agreste Paraibano","13","Curimataú Oriental","Araruna","2","Nordeste"
"PB","19216",2501104,"Paraíba","3","Agreste Paraibano","15","Brejo Paraibano","Areia","2","Nordeste"
"PB","19909",2501153,"Paraíba","1","Sertão Paraibano","4","Patos","Areia de Baraúnas","2","Nordeste"
"PB","19232",2501203,"Paraíba","3","Agreste Paraibano","14","Esperança","Areial","2","Nordeste"
"PB","19259",2501302,"Paraíba","3","Agreste Paraibano","19","Umbuzeiro","Aroeiras","2","Nordeste"
"PB","19321",2501351,"Paraíba","2","Borborema","10","Cariri Ocidental","Assunção","2","Nordeste"
"PB","19291",2501401,"Paraíba","4","Mata Paraibana","20","Litoral Norte","Baía da Traição","2","Nordeste"
"PB","19313",2501500,"Paraíba","3","Agreste Paraibano","15","Brejo Paraibano","Bananeiras","2","Nordeste"
"PB","19305",2501534,"Paraíba","2","Borborema","9","Seridó Oriental Paraibano","Baraúna","2","Nordeste"
"PB","19780",2501575,"Paraíba","2","Borborema","11","Cariri Oriental","Barra de Santana","2","Nordeste"
"PB","19330",2501609,"Paraíba","3","Agreste Paraibano","12","Curimataú Ocidental","Barra de Santa Rosa","2","Nordeste"
"PB","19356",2501708,"Paraíba","2","Borborema","11","Cariri Oriental","Barra de São Miguel","2","Nordeste"
"PB","19372",2501807,"Paraíba","4","Mata Paraibana","22","João Pessoa","Bayeux","2","Nordeste"
"PB","19399",2501906,"Paraíba","3","Agreste Paraibano","16","Guarabira","Belém","2","Nordeste"
"PB","19410",2502003,"Paraíba","1","Sertão Paraibano","1","Catolé do Rocha","Belém do Brejo do Cruz","2","Nordeste"
"PB","19500",2502052,"Paraíba","1","Sertão Paraibano","2","Cajazeiras","Bernardino Batista","2","Nordeste"
"PB","19437",2502102,"Paraíba","1","Sertão Paraibano","6","Itaporanga","Boa Ventura","2","Nordeste"
"PB","19941",2502151,"Paraíba","3","Agreste Paraibano","17","Campina Grande","Boa Vista","2","Nordeste"
"PB","19453",2502201,"Paraíba","1","Sertão Paraibano","2","Cajazeiras","Bom Jesus","2","Nordeste"
"PB","19470",2502300,"Paraíba","1","Sertão Paraibano","1","Catolé do Rocha","Bom Sucesso","2","Nordeste"
"PB","19496",2502409,"Paraíba","1","Sertão Paraibano","2","Cajazeiras","Bonito de Santa Fé","2","Nordeste"
"PB","19518",2502508,"Paraíba","2","Borborema","11","Cariri Oriental","Boqueirão","2","Nordeste"
"PB","19534",2502607,"Paraíba","1","Sertão Paraibano","5","Piancó","Igaracy","2","Nordeste"
"PB","19550",2502706,"Paraíba","3","Agreste Paraibano","15","Brejo Paraibano","Borborema","2","Nordeste"
"PB","19577",2502805,"Paraíba","1","Sertão Paraibano","1","Catolé do Rocha","Brejo do Cruz","2","Nordeste"
"PB","19593",2502904,"Paraíba","1","Sertão Paraibano","1","Catolé do Rocha","Brejo dos Santos","2","Nordeste"
"PB","19615",2503001,"Paraíba","4","Mata Paraibana","23","Litoral Sul","Caaporã","2","Nordeste"
"PB","19631",2503100,"Paraíba","2","Borborema","11","Cariri Oriental","Cabaceiras","2","Nordeste"
"PB","19658",2503209,"Paraíba","4","Mata Paraibana","22","João Pessoa","Cabedelo","2","Nordeste"
"PB","19674",2503308,"Paraíba","1","Sertão Paraibano","2","Cajazeiras","Cachoeira dos Índios","2","Nordeste"
"PB","19690",2503407,"Paraíba","1","Sertão Paraibano","4","Patos","Cacimba de Areia","2","Nordeste"
"PB","19712",2503506,"Paraíba","3","Agreste Paraibano","13","Curimataú Oriental","Cacimba de Dentro","2","Nordeste"
"PB","19364",2503555,"Paraíba","1","Sertão Paraibano","7","Serra do Teixeira","Cacimbas","2","Nordeste"
"PB","19739",2503605,"Paraíba","3","Agreste Paraibano","16","Guarabira","Caiçara","2","Nordeste"
"PB","19755",2503704,"Paraíba","1","Sertão Paraibano","2","Cajazeiras","Cajazeiras","2","Nordeste"
"PB","19380",2503753,"Paraíba","1","Sertão Paraibano","3","Sousa","Cajazeirinhas","2","Nordeste"
"PB","19771",2503803,"Paraíba","3","Agreste Paraibano","18","Itabaiana","Caldas Brandão","2","Nordeste"
"PB","19798",2503902,"Paraíba","2","Borborema","10","Cariri Ocidental","Camalaú","2","Nordeste"
"PB","19810",2504009,"Paraíba","3","Agreste Paraibano","17","Campina Grande","Campina Grande","2","Nordeste"
"PB","19062",2504033,"Paraíba","4","Mata Paraibana","20","Litoral Norte","Capim","2","Nordeste"
"PB","19240",2504074,"Paraíba","2","Borborema","11","Cariri Oriental","Caraúbas","2","Nordeste"
"PB","19836",2504108,"Paraíba","1","Sertão Paraibano","2","Cajazeiras","Carrapateira","2","Nordeste"
"PB","19607",2504157,"Paraíba","3","Agreste Paraibano","13","Curimataú Oriental","Casserengue","2","Nordeste"
"PB","19852",2504207,"Paraíba","1","Sertão Paraibano","5","Piancó","Catingueira","2","Nordeste"
"PB","19879",2504306,"Paraíba","1","Sertão Paraibano","1","Catolé do Rocha","Catolé do Rocha","2","Nordeste"
"PB","19801",2504355,"Paraíba","2","Borborema","11","Cariri Oriental","Caturité","2","Nordeste"
"PB","19895",2504405,"Paraíba","1","Sertão Paraibano","6","Itaporanga","Conceição","2","Nordeste"
"PB","19917",2504504,"Paraíba","1","Sertão Paraibano","3","Sousa","Condado","2","Nordeste"
"PB","19933",2504603,"Paraíba","4","Mata Paraibana","22","João Pessoa","Conde","2","Nordeste"
"PB","19950",2504702,"Paraíba","2","Borborema","10","Cariri Ocidental","Congo","2","Nordeste"
"PB","19976",2504801,"Paraíba","1","Sertão Paraibano","5","Piancó","Coremas","2","Nordeste"
"PB","19704",2504850,"Paraíba","2","Borborema","10","Cariri Ocidental","Coxixola","2","Nordeste"
"PB","19992",2504900,"Paraíba","4","Mata Paraibana","21","Sapé","Cruz do Espírito Santo","2","Nordeste"
"PB","20010",2505006,"Paraíba","2","Borborema","9","Seridó Oriental Paraibano","Cubati","2","Nordeste"
"PB","20036",2505105,"Paraíba","3","Agreste Paraibano","12","Curimataú Ocidental","Cuité","2","Nordeste"
"PB","20052",2505204,"Paraíba","3","Agreste Paraibano","16","Guarabira","Cuitegi","2","Nordeste"
"PB","19089",2505238,"Paraíba","4","Mata Paraibana","20","Litoral Norte","Cuité de Mamanguape","2","Nordeste"
"PB","19100",2505279,"Paraíba","4","Mata Paraibana","20","Litoral Norte","Curral de Cima","2","Nordeste"
"PB","20079",2505303,"Paraíba","1","Sertão Paraibano","6","Itaporanga","Curral Velho","2","Nordeste"
"PB","19275",2505352,"Paraíba","3","Agreste Paraibano","12","Curimataú Ocidental","Damião","2","Nordeste"
"PB","20095",2505402,"Paraíba","1","Sertão Paraibano","7","Serra do Teixeira","Desterro","2","Nordeste"
"PB","20117",2505501,"Paraíba","1","Sertão Paraibano","3","Sousa","Vista Serrana","2","Nordeste"
"PB","20133",2505600,"Paraíba","1","Sertão Paraibano","6","Itaporanga","Diamante","2","Nordeste"
"PB","20150",2505709,"Paraíba","3","Agreste Paraibano","13","Curimataú Oriental","Dona Inês","2","Nordeste"
"PB","20176",2505808,"Paraíba","3","Agreste Paraibano","16","Guarabira","Duas Estradas","2","Nordeste"
"PB","20192",2505907,"Paraíba","1","Sertão Paraibano","5","Piancó","Emas","2","Nordeste"
"PB","20214",2506004,"Paraíba","3","Agreste Paraibano","14","Esperança","Esperança","2","Nordeste"
"PB","20230",2506103,"Paraíba","3","Agreste Paraibano","17","Campina Grande","Fagundes","2","Nordeste"
"PB","20257",2506202,"Paraíba","2","Borborema","9","Seridó Oriental Paraibano","Frei Martinho","2","Nordeste"
"PB","19623",2506251,"Paraíba","3","Agreste Paraibano","19","Umbuzeiro","Gado Bravo","2","Nordeste"
"PB","20273",2506301,"Paraíba","3","Agreste Paraibano","16","Guarabira","Guarabira","2","Nordeste"
"PB","20290",2506400,"Paraíba","3","Agreste Paraibano","18","Itabaiana","Gurinhém","2","Nordeste"
"PB","20311",2506509,"Paraíba","2","Borborema","11","Cariri Oriental","Gurjão","2","Nordeste"
"PB","20338",2506608,"Paraíba","1","Sertão Paraibano","6","Itaporanga","Ibiara","2","Nordeste"
"PB","20354",2506707,"Paraíba","1","Sertão Paraibano","7","Serra do Teixeira","Imaculada","2","Nordeste"
"PB","20370",2506806,"Paraíba","3","Agreste Paraibano","18","Itabaiana","Ingá","2","Nordeste"
"PB","20397",2506905,"Paraíba","3","Agreste Paraibano","18","Itabaiana","Itabaiana","2","Nordeste"
"PB","20419",2507002,"Paraíba","1","Sertão Paraibano","6","Itaporanga","Itaporanga","2","Nordeste"
"PB","20435",2507101,"Paraíba","4","Mata Paraibana","20","Litoral Norte","Itapororoca","2","Nordeste"
"PB","20451",2507200,"Paraíba","3","Agreste Paraibano","18","Itabaiana","Itatuba","2","Nordeste"
"PB","20478",2507309,"Paraíba","4","Mata Paraibana","20","Litoral Norte","Jacaraú","2","Nordeste"
"PB","20494",2507408,"Paraíba","1","Sertão Paraibano","1","Catolé do Rocha","Jericó","2","Nordeste"
"PB","20516",2507507,"Paraíba","4","Mata Paraibana","22","João Pessoa","João Pessoa","2","Nordeste"
"PB","20532",2507606,"Paraíba","3","Agreste Paraibano","18","Itabaiana","Juarez Távora","2","Nordeste"
"PB","20559",2507705,"Paraíba","2","Borborema","9","Seridó Oriental Paraibano","Juazeirinho","2","Nordeste"
"PB","20575",2507804,"Paraíba","2","Borborema","8","Seridó Ocidental Paraibano","Junco do Seridó","2","Nordeste"
"PB","20591",2507903,"Paraíba","4","Mata Paraibana","21","Sapé","Juripiranga","2","Nordeste"
"PB","20613",2508000,"Paraíba","1","Sertão Paraibano","7","Serra do Teixeira","Juru","2","Nordeste"
"PB","20630",2508109,"Paraíba","1","Sertão Paraibano","1","Catolé do Rocha","Lagoa","2","Nordeste"
"PB","20656",2508208,"Paraíba","3","Agreste Paraibano","16","Guarabira","Lagoa de Dentro","2","Nordeste"
"PB","20672",2508307,"Paraíba","3","Agreste Paraibano","17","Campina Grande","Lagoa Seca","2","Nordeste"
"PB","20699",2508406,"Paraíba","1","Sertão Paraibano","3","Sousa","Lastro","2","Nordeste"
"PB","20710",2508505,"Paraíba","2","Borborema","10","Cariri Ocidental","Livramento","2","Nordeste"
"PB","19160",2508554,"Paraíba","3","Agreste Paraibano","16","Guarabira","Logradouro","2","Nordeste"
"PB","20737",2508604,"Paraíba","4","Mata Paraibana","22","João Pessoa","Lucena","2","Nordeste"
"PB","20753",2508703,"Paraíba","1","Sertão Paraibano","4","Patos","Mãe d'Água","2","Nordeste"
"PB","20770",2508802,"Paraíba","1","Sertão Paraibano","3","Sousa","Malta","2","Nordeste"
"PB","20796",2508901,"Paraíba","4","Mata Paraibana","20","Litoral Norte","Mamanguape","2","Nordeste"
"PB","20818",2509008,"Paraíba","1","Sertão Paraibano","7","Serra do Teixeira","Manaíra","2","Nordeste"
"PB","19968",2509057,"Paraíba","4","Mata Paraibana","20","Litoral Norte","Marcação","2","Nordeste"
"PB","20834",2509107,"Paraíba","4","Mata Paraibana","21","Sapé","Mari","2","Nordeste"
"PB","19461",2509156,"Paraíba","1","Sertão Paraibano","3","Sousa","Marizópolis","2","Nordeste"
"PB","20850",2509206,"Paraíba","3","Agreste Paraibano","17","Campina Grande","Massaranduba","2","Nordeste"
"PB","20877",2509305,"Paraíba","4","Mata Paraibana","20","Litoral Norte","Mataraca","2","Nordeste"
"PB","19143",2509339,"Paraíba","3","Agreste Paraibano","15","Brejo Paraibano","Matinhas","2","Nordeste"
"PB","19488",2509370,"Paraíba","1","Sertão Paraibano","1","Catolé do Rocha","Mato Grosso","2","Nordeste"
"PB","19984",2509396,"Paraíba","1","Sertão Paraibano","7","Serra do Teixeira","Maturéia","2","Nordeste"
"PB","20893",2509404,"Paraíba","3","Agreste Paraibano","18","Itabaiana","Mogeiro","2","Nordeste"
"PB","20915",2509503,"Paraíba","3","Agreste Paraibano","14","Esperança","Montadas","2","Nordeste"
"PB","20931",2509602,"Paraíba","1","Sertão Paraibano","2","Cajazeiras","Monte Horebe","2","Nordeste"
"PB","20958",2509701,"Paraíba","2","Borborema","10","Cariri Ocidental","Monteiro","2","Nordeste"
"PB","20974",2509800,"Paraíba","3","Agreste Paraibano","16","Guarabira","Mulungu","2","Nordeste"
"PB","20990",2509909,"Paraíba","3","Agreste Paraibano","19","Umbuzeiro","Natuba","2","Nordeste"
"PB","21016",2510006,"Paraíba","1","Sertão Paraibano","3","Sousa","Nazarezinho","2","Nordeste"
"PB","21032",2510105,"Paraíba","3","Agreste Paraibano","12","Curimataú Ocidental","Nova Floresta","2","Nordeste"
"PB","21059",2510204,"Paraíba","1","Sertão Paraibano","5","Piancó","Nova Olinda","2","Nordeste"
"PB","21075",2510303,"Paraíba","2","Borborema","9","Seridó Oriental Paraibano","Nova Palmeira","2","Nordeste"
"PB","21091",2510402,"Paraíba","1","Sertão Paraibano","5","Piancó","Olho d'Água","2","Nordeste"
"PB","21113",2510501,"Paraíba","3","Agreste Paraibano","12","Curimataú Ocidental","Olivedos","2","Nordeste"
"PB","21130",2510600,"Paraíba","2","Borborema","10","Cariri Ocidental","Ouro Velho","2","Nordeste"
"PB","19720",2510659,"Paraíba","2","Borborema","10","Cariri Ocidental","Parari","2","Nordeste"
"PB","21156",2510709,"Paraíba","1","Sertão Paraibano","4","Patos","Passagem","2","Nordeste"
"PB","21172",2510808,"Paraíba","1","Sertão Paraibano","4","Patos","Patos","2","Nordeste"
"PB","21199",2510907,"Paraíba","1","Sertão Paraibano","3","Sousa","Paulista","2","Nordeste"
"PB","21210",2511004,"Paraíba","1","Sertão Paraibano","6","Itaporanga","Pedra Branca","2","Nordeste"
"PB","21237",2511103,"Paraíba","2","Borborema","9","Seridó Oriental Paraibano","Pedra Lavrada","2","Nordeste"
"PB","21253",2511202,"Paraíba","4","Mata Paraibana","23","Litoral Sul","Pedras de Fogo","2","Nordeste"
"PB","21270",2511301,"Paraíba","1","Sertão Paraibano","5","Piancó","Piancó","2","Nordeste"
"PB","21296",2511400,"Paraíba","2","Borborema","9","Seridó Oriental Paraibano","Picuí","2","Nordeste"
"PB","21318",2511509,"Paraíba","4","Mata Paraibana","21","Sapé","Pilar","2","Nordeste"
"PB","21334",2511608,"Paraíba","3","Agreste Paraibano","15","Brejo Paraibano","Pilões","2","Nordeste"
"PB","21350",2511707,"Paraíba","3","Agreste Paraibano","16","Guarabira","Pilõezinhos","2","Nordeste"
"PB","21377",2511806,"Paraíba","3","Agreste Paraibano","16","Guarabira","Pirpirituba","2","Nordeste"
"PB","21393",2511905,"Paraíba","4","Mata Paraibana","23","Litoral Sul","Pitimbu","2","Nordeste"
"PB","21415",2512002,"Paraíba","3","Agreste Paraibano","12","Curimataú Ocidental","Pocinhos","2","Nordeste"
"PB","19640",2512036,"Paraíba","1","Sertão Paraibano","2","Cajazeiras","Poço Dantas","2","Nordeste"
"PB","19526",2512077,"Paraíba","1","Sertão Paraibano","2","Cajazeiras","Poço de José de Moura","2","Nordeste"
"PB","21431",2512101,"Paraíba","1","Sertão Paraibano","3","Sousa","Pombal","2","Nordeste"
"PB","21458",2512200,"Paraíba","2","Borborema","10","Cariri Ocidental","Prata","2","Nordeste"
"PB","21474",2512309,"Paraíba","1","Sertão Paraibano","7","Serra do Teixeira","Princesa Isabel","2","Nordeste"
"PB","21490",2512408,"Paraíba","3","Agreste Paraibano","17","Campina Grande","Puxinanã","2","Nordeste"
"PB","21512",2512507,"Paraíba","3","Agreste Paraibano","17","Campina Grande","Queimadas","2","Nordeste"
"PB","21539",2512606,"Paraíba","1","Sertão Paraibano","4","Patos","Quixaba","2","Nordeste"
"PB","21555",2512705,"Paraíba","3","Agreste Paraibano","12","Curimataú Ocidental","Remígio","2","Nordeste"
"PB","19747",2512721,"Paraíba","4","Mata Paraibana","20","Litoral Norte","Pedro Régis","2","Nordeste"
"PB","19208",2512747,"Paraíba","3","Agreste Paraibano","13","Curimataú Oriental","Riachão","2","Nordeste"
"PB","19127",2512754,"Paraíba","3","Agreste Paraibano","18","Itabaiana","Riachão do Bacamarte","2","Nordeste"
"PB","19003",2512762,"Paraíba","4","Mata Paraibana","21","Sapé","Riachão do Poço","2","Nordeste"
"PB","19828",2512788,"Paraíba","2","Borborema","11","Cariri Oriental","Riacho de Santo Antônio","2","Nordeste"
"PB","21571",2512804,"Paraíba","1","Sertão Paraibano","1","Catolé do Rocha","Riacho dos Cavalos","2","Nordeste"
"PB","21598",2512903,"Paraíba","4","Mata Paraibana","20","Litoral Norte","Rio Tinto","2","Nordeste"
"PB","21610",2513000,"Paraíba","2","Borborema","8","Seridó Ocidental Paraibano","Salgadinho","2","Nordeste"
"PB","21636",2513109,"Paraíba","3","Agreste Paraibano","18","Itabaiana","Salgado de São Félix","2","Nordeste"
"PB","20001",2513158,"Paraíba","3","Agreste Paraibano","19","Umbuzeiro","Santa Cecília","2","Nordeste"
"PB","21652",2513208,"Paraíba","1","Sertão Paraibano","3","Sousa","Santa Cruz","2","Nordeste"
"PB","21679",2513307,"Paraíba","1","Sertão Paraibano","2","Cajazeiras","Santa Helena","2","Nordeste"
"PB","19569",2513356,"Paraíba","1","Sertão Paraibano","6","Itaporanga","Santa Inês","2","Nordeste"
"PB","21695",2513406,"Paraíba","2","Borborema","8","Seridó Ocidental Paraibano","Santa Luzia","2","Nordeste"
"PB","21717",2513505,"Paraíba","1","Sertão Paraibano","6","Itaporanga","Santana de Mangueira","2","Nordeste"
"PB","21733",2513604,"Paraíba","1","Sertão Paraibano","5","Piancó","Santana dos Garrotes","2","Nordeste"
"PB","19666",2513653,"Paraíba","1","Sertão Paraibano","2","Cajazeiras","Joca Claudino","2","Nordeste"
"PB","21750",2513703,"Paraíba","4","Mata Paraibana","22","João Pessoa","Santa Rita","2","Nordeste"
"PB","21776",2513802,"Paraíba","1","Sertão Paraibano","4","Patos","Santa Teresinha","2","Nordeste"
"PB","19267",2513851,"Paraíba","2","Borborema","11","Cariri Oriental","Santo André","2","Nordeste"
"PB","21792",2513901,"Paraíba","1","Sertão Paraibano","1","Catolé do Rocha","São Bento","2","Nordeste"
"PB","19402",2513927,"Paraíba","1","Sertão Paraibano","3","Sousa","São Bentinho","2","Nordeste"
"PB","19224",2513943,"Paraíba","2","Borborema","11","Cariri Oriental","São Domingos do Cariri","2","Nordeste"
"PB","19429",2513968,"Paraíba","1","Sertão Paraibano","3","Sousa","São Domingos","2","Nordeste"
"PB","19860",2513984,"Paraíba","1","Sertão Paraibano","3","Sousa","São Francisco","2","Nordeste"
"PB","21814",2514008,"Paraíba","2","Borborema","11","Cariri Oriental","São João do Cariri","2","Nordeste"
"PB","21830",2514107,"Paraíba","2","Borborema","10","Cariri Ocidental","São João do Tigre","2","Nordeste"
"PB","21857",2514206,"Paraíba","1","Sertão Paraibano","3","Sousa","São José da Lagoa Tapada","2","Nordeste"
"PB","21873",2514305,"Paraíba","1","Sertão Paraibano","6","Itaporanga","São José de Caiana","2","Nordeste"
"PB","21890",2514404,"Paraíba","1","Sertão Paraibano","4","Patos","São José de Espinharas","2","Nordeste"
